Дата,Цена машиноместа,Количество машиномест,Купит\некупит,Уникальный идентификатор покупки,Скидка,Налог,Стоимость дополнительных услуг,Общая стоимость,Итоговая сумма,Сумма платежа,Комиссия,Итоговая сумма с комиссией,Дополнительные расходы,Сумма дополнительных расходов
17,6695,0,0,1763,1.0,1.0,3.0,10430328.77,3495776.25666667,23.0,23.0,23.0,282958.0,282958.0
5,3557,0,0,1770,1.0,1.0,3.0,4236006.39,1424335.46333333,18.0,18.0,18.0,168470.0,168470.0
0,1008,0,0,1805,1.0,1.0,3.0,4142280.38,1393093.46,30.0,30.0,30.0,169088.0,169088.0
17,571,0,0,1820,3.0,3.0,6.0,9488600.71,2713779.45166667,23.0,22.0,22.5,249791.0,221164.0
22,6696,0,1,1841,1.0,1.0,3.0,6148807.52,2059602.50666667,4.0,4.0,4.0,212463.0,212463.0
1,4016,0,0,1844,1.0,1.0,2.0,9248809.29,4629654.645,3.0,3.0,3.0,163412.0,163412.0
18,3561,0,0,1848,1.0,1.0,3.0,11096426.6,3708808.86666667,12.0,12.0,12.0,145775.0,145775.0
24,3561,0,0,1848,1.0,1.0,3.0,11096426.6,3708808.86666667,12.0,12.0,12.0,145775.0,145775.0
19,5340,0,0,1877,2.0,2.0,3.0,11133196.74,3730065.58,7.0,7.0,7.0,334521.0,334521.0
11,1784,0,0,1880,1.0,1.0,3.0,10446414.84,3491804.94666667,12.0,12.0,12.0,179653.0,179653.0
3,2763,0,0,1887,1.0,1.0,8.0,1589250.0,792070.175,9.0,4.0,7.25,111000.0,73000.0
22,6698,0,1,1898,2.0,2.0,5.0,7982022.16,2005505.54,5.0,3.0,3.8,191172.0,173912.0
12,1016,0,0,1900,3.0,3.0,6.0,8394983.76,2525489.28833333,3.0,2.0,2.5,192173.0,169917.0
5,4023,0,0,1981,1.0,1.0,2.0,8049213.13,4029606.565,6.0,6.0,6.0,149170.0,149170.0
22,586,0,0,1986,1.0,1.0,4.0,5914212.67,2742771.0325,16.0,16.0,16.0,179099.0,159307.0
0,176,0,0,1994,1.0,1.0,3.0,4048901.58,1361967.19333333,6.0,6.0,6.0,165285.0,165285.0
12,179,0,0,2005,1.0,1.0,3.0,9882769.03,3306589.67666667,2.0,2.0,2.0,160002.0,160002.0
20,6700,0,0,2030,3.0,3.0,3.0,9310859.8,3113619.93333333,8.0,8.0,8.0,298395.0,298395.0
17,2122,0,0,2036,1.0,1.0,3.0,6584501.29,2204833.76333333,15.0,15.0,15.0,182156.0,182156.0
10,1024,0,0,2055,1.0,1.0,6.0,8477902.07,1477776.95333333,29.0,29.0,29.0,129422.0,98445.0
11,1797,0,0,2059,1.0,1.0,7.0,4498291.44,1286444.21714286,16.0,5.0,9.142857142857142,195205.0,167602.0
15,186,0,0,2075,1.0,1.0,3.0,8823491.35,2953497.11666667,11.0,11.0,11.0,156260.0,156260.0
22,4838,0,1,2079,1.0,1.0,3.0,8751014.35,2930338.11666667,15.0,15.0,15.0,229449.0,229449.0
13,6703,0,0,2169,3.0,3.0,6.0,10405860.35,3134314.18333333,20.0,14.0,17.0,240550.0,195423.0
12,3034,0,0,2174,2.0,2.0,3.0,6634207.74,2237069.24666667,4.0,4.0,4.0,176689.0,176689.0
22,197,0,0,2184,1.0,1.0,3.0,6252989.27,4172159.51333333,9.0,9.0,9.0,161295.0,161295.0
14,613,0,0,2202,1.0,1.0,3.0,8362690.25,2797230.08333333,15.0,15.0,15.0,154243.0,154243.0
24,6705,0,0,2205,2.0,2.0,6.0,7109237.83,1238261.40166667,4.0,-1.0,1.5,296231.0,82871.0
24,3805,0,0,2252,1.0,1.0,2.0,5187340.77,2598670.385,6.0,6.0,6.0,113992.0,113992.0
20,3312,0,0,2300,2.0,2.0,2.0,4020451.65,2015225.825,19.0,19.0,19.0,187470.0,187470.0
10,6496,0,0,2339,1.0,1.0,4.0,10909784.67,2749196.1675,16.0,13.0,13.75,236925.73,235920.73
16,210,1,0,2347,1.0,1.0,10.0,9180446.96,1817003.235,26.0,1.0,15.5,228193.0,91284.0
9,2790,0,0,2386,1.0,1.0,2.0,5962574.25,2986287.125,5.0,5.0,5.0,156473.0,156473.0
21,2790,0,0,2386,1.0,1.0,2.0,5962574.25,2986287.125,5.0,5.0,5.0,156473.0,156473.0
14,1427,0,0,2393,2.0,2.0,3.0,10352880.95,3460626.98333333,9.0,9.0,9.0,203356.0,203356.0
13,4851,0,0,2400,1.0,1.0,3.0,11296043.06,3775014.35333333,4.0,4.0,4.0,202847.0,202847.0
22,3051,0,0,2422,1.0,1.0,2.0,5399676.19,2704838.095,10.0,10.0,10.0,152105.0,152105.0
21,2477,0,0,2424,1.0,1.0,2.0,4615217.21,2312608.605,9.0,9.0,9.0,167590.0,167590.0
1,224,0,0,2500,1.0,1.0,2.0,8733002.54,4371501.27,16.0,16.0,16.0,156403.0,156403.0
18,1438,0,0,2501,3.0,3.0,3.0,9418319.78,3151773.26,13.0,13.0,13.0,172956.0,172956.0
15,3818,0,0,2526,1.0,1.0,2.0,4999221.23,2504610.615,8.0,8.0,8.0,148631.0,148631.0
10,4673,0,0,2578,1.0,1.0,3.0,12960130.32,4339043.44,10.0,10.0,10.0,232130.0,232130.0
19,4673,0,0,2578,1.0,1.0,3.0,12960130.32,4339043.44,10.0,10.0,10.0,232130.0,232130.0
22,645,0,0,2606,1.0,1.0,5.0,6122917.71,1228583.542,16.0,11.0,12.0,154006.0,152774.0
14,235,0,0,2620,1.0,1.0,3.0,8426478.22,2821159.40666667,9.0,9.0,9.0,172464.0,172464.0
8,3061,0,0,2663,1.0,1.0,3.0,2088615.38,1395910.25333333,2.0,2.0,2.0,111000.0,111000.0
9,650,0,0,2712,1.0,1.0,3.0,1823521.34,1219180.89333333,8.0,8.0,8.0,107500.0,107500.0
12,4057,0,0,2764,2.0,2.0,6.0,2462098.62,1603365.86,27.0,17.0,22.0,94769.0,90404.0
21,6288,0,0,2773,3.0,3.0,6.0,9091932.94,2983125.73,21.0,21.0,21.0,173125.0,168089.0
12,3605,0,0,2813,1.0,1.0,3.0,11029387.71,3686129.23666667,10.0,10.0,10.0,133496.0,133496.0
6,2172,0,0,2822,1.0,1.0,2.0,2535414.93,1272707.465,9.0,9.0,9.0,78253.0,78253.0
19,2817,1,0,2823,1.0,1.0,3.0,11286713.2,3774571.06666667,16.0,16.0,16.0,170018.0,170018.0
12,2509,0,0,2834,1.0,1.0,3.0,10826926.53,3627975.51,13.0,13.0,13.0,297997.0,297997.0
17,1464,0,0,2845,1.0,1.0,2.0,7257382.32,3633691.16,2.0,2.0,2.0,223960.0,223960.0
19,6713,0,0,2853,2.0,2.0,8.0,8259386.63,1872669.69625,24.0,8.0,17.5,263341.0,229646.0
9,1857,0,0,2906,1.0,1.0,3.0,4158201.22,1398400.40666667,15.0,15.0,15.0,171447.0,171447.0
21,5522,0,1,2922,1.0,1.0,3.0,7225229.18,2420743.06,24.0,24.0,24.0,199375.0,199375.0
23,6718,0,0,2996,1.0,1.0,6.0,10213774.78,5110637.39,8.0,8.0,8.0,215773.0,215773.0
18,2523,0,0,3028,1.0,1.0,3.0,4099188.14,1376062.71333333,2.0,2.0,2.0,177167.0,177167.0
23,271,0,0,3037,3.0,3.0,3.0,5438358.16,3634572.10666667,33.0,33.0,33.0,170412.0,170412.0
2,6719,1,0,3054,1.0,1.0,3.0,10530080.64,3522360.21333333,22.0,22.0,22.0,155336.0,155336.0
4,6719,1,0,3054,1.0,1.0,3.0,10530080.64,3522360.21333333,22.0,22.0,22.0,155336.0,155336.0
11,5527,0,0,3060,1.0,1.0,2.0,5968156.81,2989328.405,7.0,7.0,7.0,177089.0,177089.0
24,1483,0,0,3100,1.0,1.0,4.0,6207065.55,3077902.6225,10.0,10.0,10.0,174601.0,174601.0
5,2194,0,0,3102,1.0,1.0,2.0,5920002.96,2965001.48,6.0,6.0,6.0,157259.0,157259.0
11,4870,0,0,3161,1.0,1.0,2.0,3464467.51,1737233.755,1.0,1.0,1.0,167895.0,167895.0
13,6523,0,0,3173,2.0,2.0,3.0,6356473.8,2128491.26666667,9.0,9.0,9.0,160120.0,160120.0
16,6721,0,0,3181,1.0,1.0,6.0,10575013.75,3511717.925,22.0,13.0,17.5,206548.0,203861.0
21,691,0,0,3195,1.0,1.0,3.0,14448254.22,4835084.74,11.0,11.0,11.0,290312.0,290312.0
13,3357,0,0,3201,1.0,1.0,2.0,6336727.31,3173363.655,11.0,11.0,11.0,166430.0,166430.0
10,5230,0,0,3231,1.0,1.0,3.0,7693490.22,5129033.50333333,16.0,16.0,16.0,214221.0,214221.0
22,2207,0,0,3232,1.0,1.0,3.0,7471586.55,2500195.51666667,10.0,10.0,10.0,161792.0,161792.0
24,2848,0,0,3248,3.0,3.0,6.0,7275028.43,2339741.37166667,13.0,13.0,13.0,233980.0,212076.0
17,293,0,0,3263,1.0,1.0,2.0,5696603.77,2853301.885,9.0,9.0,9.0,156337.0,156337.0
9,5057,0,0,3266,1.0,1.0,3.0,7728728.31,2582909.43666667,6.0,3.0,4.0,141625.0,139312.0
15,5059,0,0,3272,1.0,1.0,2.0,3877360.09,1943680.045,7.0,7.0,7.0,172841.0,172841.0
5,297,0,0,3296,1.0,1.0,9.0,7296875.98,1358194.8,11.0,-2.0,6.111111111111111,1162062.0,104715.0
9,697,0,0,3298,1.0,1.0,4.0,5340811.78,2623657.52,7.0,6.0,6.5,151017.0,142974.0
20,698,0,0,3306,2.0,2.0,3.0,8438933.74,2825311.24666667,8.0,8.0,8.0,173600.0,173600.0
15,1505,0,0,3317,2.0,2.0,5.0,9554801.32,2329991.944,22.0,6.0,15.6,210143.0,70400.0
18,299,0,0,3322,1.0,1.0,4.0,22292611.87,5594902.9675,18.0,9.0,15.75,333727.0,276660.0
6,5062,1,0,3371,1.0,1.0,2.0,5962304.39,2986152.195,19.0,19.0,19.0,184848.0,184848.0
23,5538,0,1,3372,2.0,2.0,3.0,5575302.53,1868434.17666667,20.0,20.0,20.0,227068.0,227068.0
24,707,0,0,3397,1.0,1.0,3.0,3965045.87,1331348.62333333,2.0,2.0,2.0,174447.0,174447.0
19,6409,0,0,3409,1.0,1.0,3.0,9890075.75,3309025.25,18.0,18.0,18.0,177303.0,177303.0
7,6089,0,0,3410,1.0,1.0,3.0,9505162.66,3180720.88666667,20.0,20.0,20.0,170301.0,170301.0
11,4706,0,0,3450,1.0,1.0,5.0,5603669.3,1792535.136,27.0,11.0,20.6,174523.0,101806.2
13,2862,0,0,3462,1.0,1.0,4.0,4497131.57,1134032.8925,2.0,2.0,2.0,168702.0,164483.0
17,3641,0,0,3465,1.0,1.0,3.0,6978238.59,2338412.86333333,4.0,4.0,4.0,183481.0,183481.0
19,4315,0,0,3499,1.0,1.0,3.0,16444974.49,5500658.16333333,5.0,5.0,5.0,502346.0,502346.0
20,1888,0,0,3501,1.0,1.0,5.0,6689171.8,1347634.36,14.0,9.0,11.2,186617.0,160878.0
22,6729,0,0,3545,2.0,2.0,2.0,4899427.59,2454963.795,3.0,3.0,3.0,92673.0,92673.0
9,5979,0,0,3567,1.0,1.0,6.0,6303843.53,2106730.33833333,11.0,11.0,11.0,195651.0,185925.0
18,730,0,0,3592,1.0,1.0,5.0,15676665.9,3145333.18,15.0,2.0,11.8,258224.0,248160.0
17,4887,0,0,3615,1.0,1.0,6.0,4341102.23,1455993.11333333,22.0,21.0,21.5,196639.0,196350.0
23,6636,0,0,3627,1.0,1.0,3.0,8333193.96,2787731.32,5.0,5.0,5.0,198327.0,198327.0
24,1534,0,0,3636,2.0,2.0,13.0,6548558.11,1051267.75692308,11.0,9.0,10.076923076923077,224757.0,101769.0
20,3649,1,1,3639,4.0,4.0,9.0,10444408.11,2215078.34777778,26.0,17.0,22.55555555555556,225611.0,177857.0
18,1154,0,0,3641,4.0,4.0,12.0,12003392.52,3079329.00916667,25.0,20.0,23.0,263111.0,193488.0
23,737,0,1,3669,1.0,1.0,3.0,4665633.2,1565211.06666667,16.0,16.0,16.0,188230.0,188230.0
15,1897,0,0,3682,1.0,1.0,3.0,14084639.86,4713879.95333333,11.0,11.0,11.0,287581.0,287581.0
19,6733,0,0,3697,1.0,1.0,3.0,7954333.68,2664777.89333333,21.0,21.0,21.0,279050.0,279050.0
20,4722,0,0,3702,1.0,1.0,3.0,9111518.49,3050506.16333333,5.0,5.0,5.0,231269.0,231269.0
24,5086,0,0,3704,2.0,2.0,3.0,9169057.37,3069685.79,12.0,12.0,12.0,240934.0,240934.0
23,6735,0,0,3743,2.0,2.0,7.0,7457717.03,2041142.47,27.0,13.0,21.0,353659.0,229774.0
17,340,0,0,3755,1.0,1.0,3.0,6764757.77,2264585.92333333,12.0,12.0,12.0,157820.0,157820.0
20,3386,0,0,3769,1.0,1.0,3.0,8887817.4,2972605.8,6.0,6.0,6.0,158046.0,158046.0
22,6737,0,1,3775,2.0,2.0,6.0,10026713.8,1725659.63666667,14.0,14.0,14.0,280638.0,92728.0
22,3387,0,1,3781,1.0,1.0,3.0,11675728.11,3901909.37,9.0,9.0,9.0,159258.0,159258.0
15,5551,0,0,3796,1.0,1.0,7.0,6705189.16,1873250.35285714,20.0,16.0,18.285714285714285,252883.0,165108.0
6,2882,0,0,3801,1.0,1.0,3.0,6034508.8,2023836.26666667,13.0,13.0,13.0,226728.0,226728.0
22,2883,0,0,3804,1.0,1.0,3.0,3723552.0,2491698.0,10.0,10.0,10.0,105000.0,105000.0
19,6200,0,0,3808,2.0,2.0,3.0,8316657.0,2784552.33333333,13.0,13.0,13.0,234769.0,234769.0
16,6738,0,0,3844,1.0,1.0,2.0,3731026.53,1870513.265,2.0,2.0,2.0,182978.0,182978.0
8,6739,0,0,3867,1.0,1.0,2.0,4786025.53,2398012.765,16.0,16.0,16.0,144198.0,144198.0
11,5258,0,0,3870,1.0,1.0,2.0,5325247.1,2667623.55,7.0,7.0,7.0,146199.0,146199.0
11,753,0,0,3877,1.0,1.0,2.0,4799653.12,2413326.56,23.0,23.0,23.0,142879.0,142879.0
20,6314,0,0,3885,1.0,1.0,8.0,4457696.0,1679341.1875,26.0,23.0,24.5,187974.0,187188.0
6,3393,0,0,3919,1.0,1.0,4.0,6522824.02,1638206.005,12.0,10.0,10.75,189592.0,153311.0
19,356,0,0,3941,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,4735,0,0,3950,1.0,1.0,3.0,4576933.08,1535644.36,2.0,2.0,2.0,182641.0,182641.0
17,6204,0,0,3960,2.0,2.0,3.0,10623472.28,3550824.09333333,12.0,12.0,12.0,173097.0,173097.0
20,1919,0,0,3995,1.0,1.0,4.0,10568062.7,2663765.675,5.0,3.0,4.5,352239.0,346065.0
11,3129,0,0,3999,1.0,1.0,6.0,8141636.98,3008770.72666667,10.0,10.0,10.0,224563.0,153809.0
20,3129,0,0,3999,2.0,2.0,6.0,8141636.98,3008770.72666667,10.0,10.0,10.0,224563.0,153809.0
19,1921,0,0,4017,1.0,1.0,2.0,3514481.75,1762490.875,2.0,2.0,2.0,150000.0,150000.0
20,3131,0,0,4024,3.0,3.0,3.0,3786377.61,1268792.53666667,8.0,6.0,6.666666666666667,278822.0,171008.0
24,4556,0,0,4089,1.0,1.0,3.0,5997987.08,2009329.02666667,8.0,8.0,8.0,197070.0,197070.0
12,1927,0,0,4095,1.0,1.0,2.0,9286077.82,4648038.91,15.0,15.0,15.0,217472.0,217472.0
17,6424,0,0,4097,3.0,3.0,6.0,11742747.17,3785223.93833333,29.0,12.0,20.5,205108.0,194678.0
12,3142,0,0,4123,1.0,1.0,2.0,10955987.39,5482993.695,13.0,13.0,13.0,177990.38,177990.38
18,3142,0,0,4123,1.0,1.0,2.0,10955987.39,5482993.695,13.0,13.0,13.0,177990.38,177990.38
17,1570,0,0,4155,1.0,1.0,3.0,4518620.18,1516206.72666667,2.0,2.0,2.0,194278.0,194278.0
22,6741,0,0,4160,2.0,2.0,9.0,12898201.26,2842584.0,28.0,5.0,12.666666666666666,190847.0,94505.0
14,3413,0,0,4163,1.0,1.0,3.0,3932110.49,1320703.49666667,12.0,12.0,12.0,177112.0,177112.0
11,6743,1,0,4184,1.0,1.0,3.0,10874920.94,3637306.98,15.0,15.0,15.0,210974.0,210974.0
18,5411,0,0,4191,1.0,1.0,3.0,10521388.56,3520462.85333333,23.0,23.0,23.0,221386.0,221386.0
24,1581,0,0,4237,2.0,2.0,3.0,8192267.74,2744089.24666667,12.0,12.0,12.0,232395.0,232395.0
22,2281,0,0,4250,1.0,1.0,3.0,7245338.04,2427446.01333333,22.0,22.0,22.0,200659.0,200659.0
13,3678,0,0,4254,2.0,2.0,3.0,8669030.06,2902010.02,22.0,22.0,22.0,232096.0,232096.0
21,6746,0,0,4278,6.0,6.0,8.0,12753484.31,3067680.0275,18.0,14.0,15.875,274533.0,200234.0
15,3425,0,0,4295,3.0,3.0,5.0,3382764.14,1992615.426,26.0,15.0,19.4,134413.0,119363.59
10,801,0,0,4325,1.0,1.0,3.0,5223256.88,1753418.96,6.0,6.0,6.0,157502.0,157502.0
3,1591,0,0,4331,1.0,1.0,2.0,3795303.26,1902901.63,7.0,7.0,7.0,161001.0,161001.0
11,2285,0,0,4338,1.0,1.0,2.0,6422223.91,3216111.955,12.0,12.0,12.0,180198.0,180198.0
20,5996,0,0,4354,1.0,1.0,3.0,13652658.5,4569886.16666667,10.0,10.0,10.0,289200.0,289200.0
23,2288,0,1,4366,1.0,1.0,3.0,8823942.61,2951314.20333333,16.0,16.0,16.0,163963.0,163963.0
8,4918,0,0,4392,1.0,1.0,1.0,10000.0,10000.0,13.0,13.0,13.0,221932.0,221932.0
5,807,0,0,4393,1.0,1.0,4.0,8178909.44,2056477.36,17.0,4.0,7.25,189845.0,164271.0
24,4572,0,0,4417,1.0,1.0,3.0,9143970.93,3061323.64333333,3.0,3.0,3.0,261071.0,261071.0
21,809,0,0,4427,1.0,1.0,3.0,7730854.06,2589284.68666667,19.0,19.0,19.0,197604.0,197604.0
9,1607,0,0,4514,1.0,1.0,3.0,8616454.77,2884484.92333333,30.0,30.0,30.0,173879.0,173879.0
21,3440,0,1,4595,1.0,1.0,3.0,4444112.84,1491370.94666667,8.0,8.0,8.0,194748.0,194748.0
18,5424,0,0,4601,1.0,1.0,3.0,9334853.63,3124951.21,15.0,15.0,15.0,244390.0,244390.0
24,835,0,0,4633,3.0,3.0,3.0,12619544.28,4225514.76,14.0,14.0,14.0,398356.0,398356.0
12,1234,0,0,4656,2.0,2.0,3.0,6084938.41,2040646.13666667,4.0,4.0,4.0,225685.0,225685.0
19,420,1,0,4660,2.0,2.0,3.0,9118433.83,3049477.94333333,14.0,14.0,14.0,274694.0,274694.0
14,3924,0,0,4678,1.0,1.0,2.0,6930199.68,3470099.84,15.0,15.0,15.0,187421.0,187421.0
11,2937,0,0,4702,1.0,1.0,3.0,8462790.29,2827596.76333333,7.0,6.0,6.666666666666667,243636.0,222981.0
15,5281,0,0,4704,1.0,1.0,3.0,4508745.39,3014830.26,3.0,3.0,3.0,115597.0,115597.0
11,3928,0,0,4716,1.0,1.0,3.0,12259916.9,4098972.3,9.0,9.0,9.0,169736.0,169736.0
19,2938,0,0,4719,1.0,1.0,9.0,14620903.33,3254717.50333333,12.0,8.0,10.22222222222222,327334.0,324195.0
10,4373,0,0,4720,1.0,1.0,2.0,5965379.73,2987939.865,10.0,10.0,10.0,174099.0,174099.0
13,3695,0,0,4730,1.0,1.0,3.0,2002884.1,1338756.06666667,2.0,2.0,2.0,104500.0,104500.0
16,426,0,0,4736,1.0,1.0,3.0,4420840.07,1483280.02333333,23.0,23.0,23.0,199324.0,199324.0
17,4376,1,0,4803,1.0,1.0,3.0,7344752.04,2457917.34666667,10.0,10.0,10.0,160641.0,160641.0
15,2644,0,0,4812,1.0,1.0,3.0,8926412.1,2987804.03333333,27.0,27.0,27.0,169864.0,169864.0
19,4943,0,0,1,1.0,1.0,3.0,8226481.42,2755493.80666667,7.0,7.0,7.0,234330.0,234330.0
20,2318,0,0,42,1.0,1.0,2.0,9731512.93,4870756.465,10.0,10.0,10.0,123474.0,123474.0
21,2320,0,0,55,1.0,1.0,3.0,7026112.03,2351704.01,8.0,8.0,8.0,192213.0,192213.0
20,2649,0,0,60,3.0,3.0,2.0,8156320.38,4103160.19,8.0,8.0,8.0,139823.0,139823.0
20,4766,0,0,63,1.0,1.0,3.0,8964066.82,3001355.60666667,11.0,11.0,11.0,237989.0,237989.0
15,5881,0,0,70,1.0,1.0,3.0,8077300.44,2704766.81333333,27.0,27.0,27.0,190946.0,190946.0
18,1251,0,0,78,1.0,1.0,2.0,4327212.58,2168856.29,10.0,10.0,10.0,162006.0,162006.0
22,4587,0,0,89,2.0,2.0,3.0,6575882.26,2204294.08666667,3.0,3.0,3.0,187824.0,187824.0
1,3181,0,0,94,1.0,1.0,3.0,4325319.28,1454106.42666667,19.0,19.0,19.0,166973.0,166973.0
15,2949,0,0,102,1.0,1.0,2.0,4463618.64,2237059.32,8.0,8.0,8.0,162328.0,162328.0
19,2950,0,0,105,1.0,1.0,3.0,6837568.32,2289189.44,7.0,7.0,7.0,196337.0,196337.0
21,5433,0,0,116,1.0,1.0,2.0,4393466.48,2201733.24,11.0,11.0,11.0,149323.0,149323.0
11,5291,0,0,117,1.0,1.0,3.0,4009904.38,1343301.46,6.0,5.0,5.666666666666667,173062.0,121433.0
10,1255,0,0,122,1.0,1.0,5.0,13895114.05,5559424.0,7.0,5.0,5.8,183605.0,166079.0
21,2653,0,0,136,1.0,1.0,4.0,4254054.12,1073513.53,11.0,11.0,11.0,183417.0,183417.0
1,1643,0,0,139,1.0,1.0,3.0,4099703.76,1378901.25333333,6.0,6.0,6.0,167354.0,167354.0
17,1643,0,0,139,1.0,1.0,3.0,4099703.76,1378901.25333333,6.0,6.0,6.0,167354.0,167354.0
12,2654,0,0,143,1.0,1.0,3.0,9009346.22,3015448.74,26.0,26.0,26.0,163014.0,163014.0
21,6340,0,0,148,1.0,1.0,3.0,7983250.52,2671083.50666667,5.0,5.0,5.0,292042.0,292042.0
22,4951,0,0,157,2.0,2.0,10.0,10638399.77,2166562.812,10.0,-1.0,6.6,229946.0,77205.0
20,1992,0,0,163,1.0,1.0,3.0,5897702.8,3935135.2,2.0,2.0,2.0,109590.0,109590.0
17,3186,0,0,189,3.0,3.0,3.0,8042056.28,2693018.76,9.0,9.0,9.0,152279.0,152279.0
18,2954,0,0,226,1.0,1.0,3.0,7921047.41,2650349.13666667,8.0,8.0,8.0,178315.0,178315.0
23,2954,0,1,226,1.0,1.0,3.0,7921047.41,2650349.13666667,8.0,8.0,8.0,178315.0,178315.0
12,3462,0,0,255,1.0,1.0,3.0,6020891.42,4017427.61333333,4.0,4.0,4.0,161295.0,161295.0
24,444,0,0,259,2.0,2.0,3.0,13046830.65,4361276.88333333,12.0,12.0,12.0,179416.0,179416.0
23,3713,0,0,267,2.0,2.0,2.0,4351330.96,2180665.48,17.0,17.0,17.0,191754.0,191754.0
13,3465,0,0,272,1.0,1.0,3.0,8144013.82,2740337.94,22.0,22.0,22.0,164925.0,164925.0
20,6754,0,0,274,1.0,1.0,3.0,7678089.48,2572696.49333333,20.0,20.0,20.0,248037.0,248037.0
16,1661,0,0,337,2.0,2.0,3.0,14764332.02,4944444.00666667,5.0,5.0,5.0,157549.0,157549.0
22,6756,0,1,349,1.0,1.0,3.0,7011505.17,2349501.72333333,17.0,17.0,17.0,267353.0,267353.0
20,4398,0,0,368,1.0,1.0,3.0,4485979.46,1505326.48666667,16.0,16.0,16.0,203882.0,203882.0
22,6758,0,0,403,1.0,1.0,3.0,4260434.7,1430144.9,18.0,18.0,18.0,194918.0,194918.0
21,3474,0,1,490,1.0,1.0,3.0,5365621.43,1798540.47666667,6.0,6.0,6.0,184890.0,184890.0
18,4407,0,0,492,1.0,1.0,3.0,5598889.45,1872963.15,11.0,2.0,5.0,193521.0,154638.0
4,6762,0,0,496,1.0,1.0,3.0,5558010.4,1865003.46666667,10.0,10.0,10.0,165944.0,165944.0
22,2346,0,0,516,6.0,6.0,6.0,10634749.05,3050213.66166667,17.0,5.0,11.0,210372.0,184559.0
17,3475,0,0,522,1.0,1.0,6.0,12650371.5,2244947.93333333,1.0,-2.0,-0.5,398169.0,147611.0
0,43,0,0,538,1.0,1.0,2.0,5448558.0,2729279.0,13.0,13.0,13.0,207313.25,207313.25
3,475,0,0,548,1.0,1.0,2.0,6346168.34,3178084.17,3.0,3.0,3.0,126819.0,126819.0
9,46,0,0,571,1.0,1.0,4.0,5108218.84,2563359.42,10.0,10.0,10.0,222493.0,222493.0
22,50,0,0,626,2.0,2.0,4.0,6521658.37,1664664.5925,23.0,11.0,14.0,214460.0,182666.0
5,490,0,0,635,1.0,1.0,3.0,6690542.56,2242514.18666667,1.0,1.0,1.0,167975.0,167975.0
22,918,0,0,682,1.0,1.0,3.0,6697201.79,4468134.52666667,9.0,9.0,9.0,119697.0,119697.0
20,6667,0,0,693,1.0,1.0,6.0,4637544.83,2327105.74833333,2.0,2.0,2.0,178683.0,178683.0
13,5304,0,0,714,1.0,1.0,3.0,6749159.22,2262053.07333333,18.0,18.0,18.0,179400.0,179400.0
19,4606,0,0,765,1.0,1.0,3.0,4391802.0,1473934.0,9.0,9.0,9.0,194770.0,194770.0
14,2363,0,0,776,1.0,1.0,4.0,8336822.13,2098455.5325,4.0,4.0,4.0,238371.0,238371.0
6,4418,0,0,786,1.0,1.0,4.0,5062021.92,2540260.96,13.0,13.0,13.0,200054.0,200054.0
20,6765,0,0,805,1.0,1.0,3.0,5539339.55,1856446.51666667,16.0,16.0,16.0,195205.0,195205.0
11,1708,0,0,818,1.0,1.0,3.0,7129546.78,4756531.18666667,4.0,4.0,4.0,150572.0,150572.0
5,3742,0,0,845,1.0,1.0,3.0,9109857.63,3048952.54333333,25.0,25.0,25.0,151543.0,151543.0
24,4796,0,0,846,1.0,1.0,4.0,4190151.77,1964955.755,15.0,10.0,12.5,200261.0,192563.0
17,936,0,0,850,2.0,2.0,5.0,3987956.31,1596200.836,8.0,6.0,6.8,183647.0,174357.0
11,6350,0,0,855,1.0,1.0,3.0,7468095.0,2501698.33333333,8.0,8.0,8.0,192336.0,192336.0
20,939,0,0,875,2.0,2.0,3.0,6721617.67,2252872.55666667,1.0,1.0,1.0,162015.0,162015.0
7,940,0,0,885,1.0,1.0,3.0,3080075.8,1033358.6,11.0,1.0,4.333333333333333,194090.0,153506.0
4,941,0,0,886,1.0,1.0,3.0,6062144.09,2033048.03,30.0,30.0,30.0,162773.0,162773.0
1,3231,0,0,903,1.0,1.0,2.0,3344436.85,1685718.425,12.0,12.0,12.0,227365.54,227365.54
21,1714,0,0,907,1.0,1.0,3.0,8479087.24,2838695.74666667,13.0,13.0,13.0,170261.0,170261.0
6,1338,0,0,987,1.0,1.0,6.0,8606413.84,1479303.63333333,29.0,29.0,29.0,162288.0,98445.0
17,4800,0,0,988,1.0,1.0,3.0,5958143.5,1995714.5,11.0,11.0,11.0,158704.0,158704.0
22,1722,0,0,996,1.0,1.0,2.0,5309537.29,2660018.645,6.0,6.0,6.0,125256.0,125256.0
9,5149,0,0,1038,1.0,1.0,2.0,5524877.05,2767688.525,8.0,8.0,8.0,163591.0,163591.0
22,2381,0,1,1053,1.0,1.0,3.0,7537744.7,2524914.9,30.0,30.0,30.0,159812.0,159812.0
22,3240,0,0,1101,1.0,1.0,4.0,4081080.73,1030270.1825,16.0,14.0,14.5,198178.0,192322.0
21,5768,1,0,1129,1.0,1.0,3.0,7380431.1,2469810.36666667,5.0,5.0,5.0,153007.0,153007.0
16,2388,0,0,1133,3.0,3.0,11.0,10214508.8,2709656.99454545,24.0,6.0,16.272727272727273,338566.0,186178.0
